Concept_A	Concept_B	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
Artificial_intelligence	Prolog	3	2						3					
User_interface	Functional_programming	3	3						3					
Motion_planning	Computational_complexity_theory	3	3						3					
Artificial_intelligence	Genetic_algorithm	2	3						3					
Knowledge_representation_and_reasoning	Combinatorics	3	3						3					
Grammar	Theory_of_computation	3	3						3					
Combinatorics	Automata_theory	3	2						3					
Database	Index_(database)	2	2						2					
Computational_geometry	Amortized_analysis	3	1						3					
Visual_perception	Scientific_modelling	3	3						3					
Dynamic_memory_allocation	Operating_system	1	1						3					
Pushdown_automaton	Finite-state_machine	1	3						1					
Number_theory	Mathematical_optimization	3	3						3					
Logic	Turing_machine	3	2						3					
Computational_chemistry	Cryptography	3	3						3					
Compiler	Lisp_(programming_language)	3	3						3					
Statistical_inference	Prediction	1	2						4					
Turing_machine	Programming_language	3	3						3					
Eigenvalues_and_eigenvectors	Numerical_analysis	2	2						3					
Computer_science	Packet_switching	2	2						2					
Artificial_intelligence	Speech_recognition	2	3						2					
Assembly_language	Programming_language	1	1						1					
Relational_database	Functional_dependency	2	3						2					
Imperative_programming	Algorithm	3	3						3					
Graph_(mathematics)	Computational_complexity_theory	3	3						3					
Continuous_function	Probability_theory	3	2						3					
Machine_learning	Analysis_of_algorithms	1	3						3					
Static_program_analysis	Formal_verification	3	3						1					
Vector_processor	Multi-core_processor	3	1						3					
Machine_learning	Computational_geometry	3	3						3					
Flow_network	Introduction_to_Algorithms	1	1						3					
Combinational_logic	Finite-state_machine	3	3						3					
Garbage_collection_(computer_science)	Object-oriented_programming	3	3						3					
Computer_architecture	Computer_programming	1	3						3					
Communications_protocol	World_Wide_Web	3	3						2					
Lazy_evaluation	Python_(programming_language)	3	3						3					
Database	Database_management_system	3	2						2					
XML	Data_structure	3	3						1					
Ordinary_differential_equation	Numerical_ordinary_differential_equations	2	2						2					
Computer_science	Quantum_computer	2	2						2					
Programming_language	Discrete_mathematics	1	3						3					
Data_mining	Knowledge_representation_and_reasoning	3	3						3					
Image	Graph_theory	3	3						3					
Inheritance_(object-oriented_programming)	Object_(computer_science)	1	1						1					
Mathematical_optimization	Iterative_method	2	1						2					
Programming_paradigm	Logic_programming	2	3						2					
Programming_language	Imperative_programming	2	3						2					
Analysis_of_algorithms	Computer_science	1	1						1					
C++	Computer_architecture	3	3						3					
HTML	Algorithm	3	3						3					
Algorithm	Iteration	3	3						3					
Architecture	Software_engineering	3	3						3					
Computer_vision	Computer_graphics	3	3						3					
Communications_protocol	Assembly_language	3	3						3					
Software_design	Computer_programming	1	1						3					
Computer_vision	3D_computer_graphics	3	3						3					
Compiler	C_(programming_language)	3	3						3					
Parsing	Combinatorics	3	3						3					
Computer	Revision_control	2	3						3					
Microcode	Computer	1	1						3					
Computer_network	Kernel_(computing)	3	3						3					
Time_complexity	Best,_worst_and_average_case	2	2						2					
Computer_architecture	Computer	1	1						1					
Code_review	Debugging	1	3						3					
Computer_architecture	Analysis_of_algorithms	1	3						3					
Machine_learning	Data	1	3						3					
Parallel_computing	Analysis_of_algorithms	1	3						3					
Martingale_(probability_theory)	Random_variable	1	1						1					
Programming_language	Theory_of_computation	3	3						3					
Computer_network	Distributed_computing	2	3						2					
Array_data_structure	Data_structure	1	1						1					
Motion_capture	Computer_graphics	1	1						1					
List_of_undecidable_problems	Turing_machine	1	3						3					
Computer_science	Formal_verification	2	2						2					
Computational_complexity_theory	Mathematical_optimization	3	3						3					
Assembly_language	Imperative_programming	3	3						1					
Problem_solving	Algorithm	2	2						3					
Shortest_path_problem	Finite-state_machine	3	3						3					
Feature_extraction	Algorithm	1	3						1					
Parsing	Graph_theory	3	3						3					
Differential_equation	Numerical_analysis	3	3						4					
Artificial_intelligence	Analysis_of_algorithms	1	3						3					
Hierarchy	Recursion	3	3						3					
Superscalar	Vector_processor	3	3						1					
Image_processing	Edge_detection	2	2						2					
Computer	Microprocessor	2	2						2					
Distributed_computing	Distributed_database	2	3						2					
Propositional_calculus	NP-complete	3	3						3					
Computational_complexity_theory	Polynomial	1	1						1					
Machine_learning	Computational_chemistry	3	3						3					
Numerical_analysis	Approximation	1	1						3					
Microcode	Combinational_logic	3	3						3					
Computer_programming	Debugging	2	2						3					
Lexical_analysis	Compiler	2	2						2					
Computer_vision	Mathematical_optimization	1	1						3					
Control_flow	Computer_science	1	3						3					
Computability	Modular_arithmetic	1	3						3					
Markov_process	Conditional_probability	1	1						1					
MATLAB	Operating_system	3	3						3					
Statistics	Mathematics	1	1						1					
Question_answering	Artificial_intelligence	1	1						1					
Graph_theory	Automata_theory	3	3						3					
Parallel_computing	Finite-state_machine	3	3						3					
Computational_complexity_theory	Turing_machine	2	3						1					
Programming_language	Query_language	3	3						2					
Communications_protocol	Message_passing	3	2						3					
Prototype	C_(programming_language)	3	3						2					
Computer_science	Finite-state_machine	2	3						3					
Mathematics	Computational_geometry	2	2						3					
Formal_methods	Computer_programming	1	1						3					
Information_retrieval	Relational_model	3	3						3					
Computer_programming	Computer_network	2	3						3					
Numerical_integration	Numerical_analysis	1	2						3					
Bioinformatics	Software_engineering	3	3						3					
Profiling_(computer_programming)	Debugging	3	3						3					
Pushdown_automaton	Regular_language	3	3						3					
Object-oriented_programming	C_(programming_language)	3	3						3					
Automata_theory	Compiler	3	3						3					
Web_server	Computer	1	3						1					
JavaScript	Compiler	3	3						3					
Compiler	C++	3	3						3					
Rendering_(computer_graphics)	Computer	1	1						3					
Information_theory	Computer_vision	3	3						4					
Discrete_mathematics	Cryptography	2	2						2					
Eigenvalues_and_eigenvectors	Discrete_mathematics	3	3						3					
Assembly_language	Computer_science	1	1						1					
Combinatorics	Software_engineering	3	3						3					
Computer_programming	Software_design	2	2						3					
Estimation_theory	Statistical_inference	1	1						4					
Database_management_system	Relational_algebra	2	1						1					
Object-oriented_programming	String_(computer_science)	3	3						3					
Instruction_set	Computer_programming	3	3						3					
Graph_(mathematics)	Shortest_path_problem	2	2						2					
Computer_vision	Computational_complexity_theory	1	3						3					
Architecture	Artificial_intelligence	3	3						3					
Deadlock	Operating_system	3	1						1					
Transaction_processing	Computer_programming	1	1						3					
Visualization_(computer_graphics)	Geometry	1	1						1					
Algorithm_design	Object-oriented_programming	3	3						3					
Computer_graphics	Graph_theory	3	3						3					
Graph_(mathematics)	Graph_coloring	2	2						2					
Programming_paradigm	Operating_system	3	3						3					
Approximation_algorithm	Graph_(mathematics)	1	3						3					
Programming_language	Object-oriented_programming	2	2						2					
Data_mining	Expert_system	3	3						2					
Programming_language	Object_(computer_science)	3	2						3					
Markov_process	Probability_theory	1	1						1					
Algorithm	Parallel_algorithm	2	2						2					
High-level_programming_language	Computer	1	1						3					
Regular_language	Computability	1	3						1					
Machine_translation	Natural_language	1	1						1					
Data_type	Programming_language	1	2						1					
Abstraction_(computer_science)	Algorithm	3	3						3					
Relational_database	Object-oriented_programming	3	3						3					
Transaction_processing	Graph_theory	3	3						3					
Artificial_intelligence	Mathematics	1	1						1					
Multi-core_processor	Central_processing_unit	1	1						1					
C_(programming_language)	Arithmetic	1	1						1					
Graph_theory	Shortest_path_problem	2	2						2					
Analysis_of_algorithms	Programming_language	3	3						3					
Computer_network	Computer_programming	1	3						3					
Differential_equation	Ordinary_differential_equation	2	2						2					
Data_structure	Functional_programming	3	3						3					
Computer_graphics	Combinatorics	3	3						3					
Algorithm	Turing_machine	3	3						3					
Computer_simulation	Computer_science	1	1						1					
Inter-process_communication	Computer_programming	3	3						3					
Computer_programming	Java_(programming_language)	2	2						2					
Robotics	Mechanical_engineering	1	1						1					
Computer_graphics	Computer_simulation	3	2						3					
Differential_equation	Nonlinear_system	2	2						3					
Compiler	High-level_programming_language	1	2						3					
Input/output	Computer	1	3						1					
Software_engineering	Parsing	3	3						3					
JavaScript	C_(programming_language)	3	3						3					
Object-oriented_programming	Inheritance_(object-oriented_programming)	2	2						2					
Computer_science	Time_complexity	2	3						2					
Eigenvalues_and_eigenvectors	Mathematical_optimization	3	2						3					
Instruction_set	Computer_architecture	1	3						1					
Mathematical_optimization	Arithmetic	1	1						3					
Probability	Artificial_intelligence	2	2						3					
Logic_programming	Analysis_of_algorithms	3	3						3					
Randomized_algorithm	Turing_machine	3	3						3					
Haskell_(programming_language)	Functional_programming	1	1						1					
Dimension	Probability_theory	2	3						3					
Java_(programming_language)	Python_(programming_language)	3	3						3					
User_interface	Procedural_programming	3	3						3					
Fast_Fourier_transform	Algorithm	1	3						1					
Machine_learning	Markov_process	1	3						3					
Cryptography	Computer	1	3						3					
Rendering_(computer_graphics)	Graphics_processing_unit	3	3						3					
Design_pattern_(computer_science)	Object-oriented_programming	1	2						3					
C_(programming_language)	Structured_programming	3	3						1					
Functional_programming	Software_design	3	3						3					
Fourier_analysis	Correlation_and_dependence	3	3						4					
Relational_database	Software_design	3	3						3					
Statistics	Hidden_Markov_model	2	2						4					
Computational_geometry	Automata_theory	3	3						3					
Calculus	Mathematical_optimization	2	2						3					
Determinism	Randomness	3	3						3					
Project_management	Software_development	3	3						1					
Polynomial	Matrix_(mathematics)	3	3						3					
NP-complete	Turing_machine	3	3						1					
Mathematics	Foundations_of_mathematics	1	1						2					
Relational_database_management_system	Transaction_processing	2	2						2					
Computational_chemistry	Graph_theory	3	3						3					
Data	Inter-process_communication	2	3						3					
Context-free_grammar	Automata_theory	1	3						3					
Cluster_analysis	Graph_(mathematics)	1	3						3					
Mathematical_model	Integer	1	1						3					
Geometry	Computational_geometry	2	2						2					
Machine_learning	Neural_network	2	2						2					
Algorithm	C++	3	3						3					
Relational_database	User_interface	3	3						3					
Algorithm	Distributed_computing	2	3						3					
Part-of-speech_tagging	Natural_language	1	1						3					
Python_(programming_language)	Imperative_programming	1	3						1					
Graph_theory	Physics	3	3						3					
Index_(database)	Transaction_processing	3	3						3					
Theoretical_computer_science	Computational_complexity_theory	2	2						2					
Parallel_computing	Logic_programming	3	3						3					
Scope_(computer_science)	Variable_(computer_science)	1	3						1					
Hardware_description_language	Compiler	3	2						3					
Scalability	Algorithm	3	3						3					
Turing_machine	Recursively_enumerable_set	2	3						3					
Newton's_method	Mathematical_optimization	1	1						1					
Computer_network	Privacy	3	3						3					
User_interface	Object-oriented_programming	3	3						3					
Graphical_user_interface	Computer_science	1	1						3					
Stochastic_process	Probability_theory	1	1						1					
Machine_learning	Statistics	1	1						1					
Software_development	Computer_science	1	1						3					
Artificial_intelligence	Algorithm_design	1	3						3					
Visualization_(computer_graphics)	Graph_theory	3	3						3					
Database_system	Database_transaction	2	2						2					
Distributed_computing	Parallel_computing	3	1						3					
Theory_of_computation	Algorithm_design	2	2						3					
Computational_complexity_theory	Recursively_enumerable_set	2	3						2					
Molecular_evolution	Genomics	3	1						2					
Computer_programming	Object-oriented_programming	2	2						2					
Ray_tracing_(graphics)	Computational_geometry	1	1						3					
Security	Computer	3	3						3					
Operating_system	Java_(programming_language)	3	3						3					
Lisp_(programming_language)	ML_(programming_language)	3	3						3					
Polynomial	Algebra	1	3						3					
Simulation	Randomness	3	1						3					
Computer_science	Array_data_structure	2	2						3					
Computer_programming	Mathematics	1	3						3					
Computer_science	Formal_language	2	2						3					
Fixed_point_(mathematics)	Mathematics	1	1						1					
Embedded_system	Debugging	3	3						3					
Geometry	Numerical_analysis	3	3						3					
Database_management_system	Parallel_computing	3	3						3					
Parametric_polymorphism	Object_(computer_science)	3	3						3					
Virtual_memory	Computer_architecture	1	1						3					
Java_(programming_language)	Computer_architecture	3	3						3					
Computer_science	Mathematical_induction	3	3						3					
Computer_science	Logic	1	3						1					
JavaScript	Computer_programming	1	1						3					
Analysis_of_algorithms	Computer_programming	3	1						1					
System_programming	Debugging	3	3						3					
Sensor	Robotics	2	2						2					
Software_framework	Control_flow	1	1						3					
Query_optimization	Index_(database)	1	3						1					
Computer	Data_(computing)	2	3						3					
Algorithm	Round-off_error	3	3						3					
Concurrency_control	Computer	1	3						1					
Linguistics	Natural_language_processing	2	1						2					
Semidefinite_programming	Flow_network	3	3						3					
Data_type	Computer_programming	1	3						3					
Analysis_of_algorithms	Algorithm_design	2	2						3					
Finite-state_machine	Context-free_language	3	3						3					
Pattern_matching	Control_flow	3	3						3					
Computer_programming	Programming_language	2	1						1					
Numerical_analysis	Algorithm	1	3						1					
Data_structure	Data_(computing)	1	1						3					
Computational_complexity_theory	Robotics	3	3						3					
Expert_system	C_(programming_language)	3	3						3					
Large_deviations_theory	Random_variable	1	1						1					
Sufficient_statistic	Poisson_distribution	3	3						4					
Analysis_of_algorithms	Data_structure	3	1						3					
Computational_geometry	Graph_theory	1	3						3					
Visualization_(computer_graphics)	Mathematics	1	1						3					
Operating_system	C_(programming_language)	1	3						3					
Randomness	Mathematics	1	1						3					
Perl	Operating_system	3	3						3					
Virtual_reality	Interactivity	3	1						1					
CPU_cache	Central_processing_unit	1	1						1					
Reason	Problem_solving	3	2						2					
Artificial_intelligence	Finite-state_machine	3	2						3					
Neural_network	Pattern_recognition	1	1						3					
Combinatorics	Object-oriented_programming	3	3						3					
Compiler	Application_programming_interface	3	3						3					
Automated_theorem_proving	Formal_verification	3	3						2					
Data_structure	Object-oriented_programming	3	3						3					
Compiler	Regular_language	1	2						3					
Dynamic_programming	Recursion	1	1						1					
Genetic_algorithm	Data_structure	3	3						3					
Computer_programming	Assembly_language	2	2						3					
Logic	Mathematical_proof	2	2						2					
Relational_database_management_system	Relational_database	1	1						1					
C_(programming_language)	Operating_system	2	3						3					
Semantics	Mathematical_proof	3	3						3					
Artificial_intelligence	Constraint_satisfaction	2	3						3					
Computational_complexity_theory	Undecidable_problem	2	2						2					
Dynamic_programming	Introduction_to_Algorithms	1	1						3					
Computer_programming	Input/output	3	3						2					
Relational_database_management_system	Database	1	1						1					
Computer_vision	Machine_learning	3	3						1					
Message_passing	Computer_science	1	3						1					
Correlation_and_dependence	Statistical_inference	2	2						4					
Computational_complexity_theory	Automata_theory	3	3						3					
Programming_paradigm	Computer_science	1	1						1					
Lisp_(programming_language)	C++	3	3						3					
Algorithm	Computer_programming	2	3						2					
Object-oriented_programming	Computer_programming	1	1						3					
Relational_database	Relational_model	1	1						1					
Query_optimization	Dynamic_programming	3	3						3					
Data_(computing)	Hash_table	2	2						3					
Algorithm	NP-complete	3	2						3					
Stochastic_process	Markov_chain	2	2						2					
Automata_theory	Parsing	3	3						3					
Lisp_(programming_language)	Compiler	3	1						3					
Computer	Computational_complexity_theory	2	3						3					
Compiler	Computer	1	2						3					
Object-oriented_programming	Generic_programming	3	1						3					
Parallel_computing	Algorithm	1	2						3					
Vulnerability_(computing)	Computer_programming	3	3						3					
Computation	Computer	2	2						2					
Expander_graph	Algorithm	3	3						4					
Polymorphism_(computer_science)	Object-oriented_programming	3	1						2					
Instruction_set	Assembly_language	2	2	1										
Number_theory	Computer_science	3	3	3										
Neural_network	Artificial_intelligence	1	1	1										
Number_theory	Object-oriented_programming	3	3	3										
Random_graph	Probability_theory	1	1	1										
Parsing	Lexical_analysis	1	1	2										
Graph_theory	Discrete_mathematics	1	1	1										
Parallel_computing	Instruction_set	3	3	3										
Statistics	Computer_science	3	3	2										
Relational_database	Python_(programming_language)	3	3	1										
Privacy	Information_assurance	3	2	1										
Computer_graphics	Computational_complexity_theory	1	3	3										
Mathematics	Software_engineering	3	3	2										
Inequality_(mathematics)	Linear_programming	2	2	2										
Algorithm_design	Computer_science	1	1	1										
SQL	Algorithm_design	3	3	3										
Central_processing_unit	Operating_system	3	3	1										
Communications_protocol	Programming_language	3	3	1										
Random_walk	Probability_theory	1	1	1										
Computer_science	Computational_geometry	2	2	2										
ML_(programming_language)	Functional_programming	1	1	1										
Programming_language	Control_flow	2	3	1										
Finite_set	Algebra	1	3	2										
Discrete_mathematics	Computational_complexity_theory	2	2	2										
Algorithm	Integer	1	1	1										
Multi-core_processor	CPU_cache	3	3	2										
Algorithm	Linear_programming	2	2	2										
Lexical_analysis	C_(programming_language)	3	3	1										
Linked_list	Programming_language	3	3	1										
Transaction_processing	NoSQL	3	3	1										
Computational_complexity_theory	Profiling_(computer_programming)	3	3	2										
Inequality_(mathematics)	Integer	1	1	1										
Top-down_and_bottom-up_design	Parsing	3	3	3										
Query_optimization	Database_transaction	3	3	1										
Expander_graph	Computational_complexity_theory	3	3	3										
Object-oriented_programming	Scope_(computer_science)	3	3	2										
Computational_geometry	Computer_programming	3	3	1										
Linguistics	Machine_translation	2	2	2										
Halting_problem	Recursively_enumerable_set	1	3	3										
Compiler	Instruction_set	3	1	3										
Computer_architecture	Instruction_set	2	3	2										
C++	Floating_point	1	1	2										
Internet	Peer-to-peer	2	3	2										
Database	Analysis_of_algorithms	1	3	3										
Programming_style	Computer_programming	1	3	1										
Program_optimization	Algorithm	1	3	1										
Data_warehouse	Data_structure	1	1	3										
Algorithm	P_versus_NP_problem	3	2	2										
Graph_(mathematics)	Discrete_mathematics	1	1	1										
Syntax	High-level_programming_language	3	3	2										
Approximation_algorithm	Computer_science	1	1	1										
User_interface	Computational_complexity_theory	3	3	3										
Human-computer_interaction	Interactivity	1	1	3										
Recursion	Linked_list	3	3	2										
Programming_style	Revision_control	3	3	3										
Public-key_cryptography	Modular_arithmetic	1	3	3										
Software_testing	Exception_handling	3	3	4										
Software_engineering	Relational_database	3	3	2										
Matrix_(mathematics)	Graph_theory	3	2	2										
String_(computer_science)	C_(programming_language)	3	3	1										
Logic	Finite-state_machine	2	3	2										
Probability	Combinatorics	3	2	1										
Algorithm	PageRank	2	2	2										
Computer	Unix	2	2	2										
Assembly_language	Functional_programming	3	3	3										
Graph_theory	Algorithm	3	3	1										
Natural_language_processing	Semantics	1	3	1										
Numerical_analysis	Eigenvalues_and_eigenvectors	1	3	1										
Programming_language	Computational_complexity_theory	3	3	2										
Data_analysis	Problem_solving	3	1	1										
Formal_language	String_(computer_science)	1	3	1										
Python_(programming_language)	Control_flow	3	3	1										
Database_management_system	Analysis_of_algorithms	1	3	3										
Automatic_programming	Computer_programming	1	3	1										
Lisp_(programming_language)	Computer_science	1	1	1										
Database	Object_(computer_science)	3	1	1										
Fast_Fourier_transform	Signal_processing	1	1	1										
Coding_theory	Cryptography	3	2	2										
Information_theory	Computational_complexity_theory	3	2	1										
Game_theory	Statistical_hypothesis_testing	3	3	1										
Computer_network	Peer-to-peer	2	3	2										
Finite-state_machine	Automata_theory	1	1	2										
Theory_of_computation	Analysis_of_algorithms	2	2	2										
Compiler	Prolog	3	2	2										
Monad_(functional_programming)	Python_(programming_language)	3	3	1										
Theoretical_computer_science	Graph_theory	1	3	3										
Finite_set	Mathematics	1	1	1										
Cryptography	Algorithm	1	1	1										
Computational_science	Machine_learning	2	2	2										
Mathematical_optimization	Flow_network	3	3	2										
Combinatorics	Combinatorial_optimization	2	2	2										
Pushdown_automaton	Context-free_language	3	3	2										
JavaScript	Computer	1	3	1										
Computer	Computer_network	2	2	2										
Computer_animation	Ray_tracing_(graphics)	1	1	2										
Recurrence_relation	Algorithm	3	1	1										
Virtual_memory	Input/output	3	3	1										
Data_warehouse	Data	1	1	1										
Distributed_computing	Library_(computing)	3	3	1										
Object-oriented_programming	Data_structure	3	3	4										
Information_theory	Operating_system	3	3	3										
Logic_programming	Computer_science	1	1	1										
Computer_science	Computational_problem	2	3	2										
Statistics	Wavelet	3	2	2										
Mathematical_optimization	Ordinary_differential_equation	3	1	3										
B-tree	Computer_science	1	1	1										
Computational_complexity_theory	Quantum_computer	3	3	3										
Superscalar	Parallel_computing	1	3	3										
Abstract_interpretation	Prolog	3	3	3										
Cryptography	Synchronization	3	3	3										
Computer	Compiler	2	3	2										
Relational_database	Analysis_of_algorithms	1	3	1										
Concurrency_control	Computer_programming	1	3	1										
Mathematical_proof	Mathematical_induction	2	1	2										
Integral	Mathematics	1	1	1										
Computer	Computer_architecture	2	3	2										
Operating_system	Software_engineering	3	3	2										
Algorithm	Best,_worst_and_average_case	2	2	4										
Natural_language_processing	Language_model	2	1	2										
User_interface	Data_structure	3	3	1										
Distributed_computing	Algorithm	1	3	3										
Software_design	Compiler	3	3	3										
Finite_difference	Mathematical_optimization	3	2	1										
P_versus_NP_problem	Computer_science	1	1	1										
Graph_theory	Graph_(mathematics)	1	1	1										
Compiler	Finite-state_machine	3	3	3										
Transaction_processing	Query_language	3	3	1										
Software_engineering	Concurrency_(computer_science)	3	3	2										
Compiler	Computational_complexity_theory	3	3	3										
Graph_theory	Syntax	3	3	3										
Philosophy	Artificial_intelligence	3	3	3										
Computer_network	Graph_(mathematics)	1	3	1										
Index_(database)	SQL	3	3	2										
Assembly_language	Object_(computer_science)	3	3	2										
Volume_rendering	Computer_graphics	1	1	1										
Mobile_device	Computer	1	1	1										
Knowledge_representation_and_reasoning	Graph_theory	3	3	1										
Algorithm	Automata_theory	3	3	2										
Lazy_evaluation	Data_structure	1	3	3										
Machine_learning	Algorithm	1	1	1										
Artificial_intelligence	Computer_science	1	1	1										
Sentiment_analysis	Machine_translation	3	3	2										
User_interface	Formal_methods	3	3	3										
Structured_programming	Object-oriented_programming	3	2	1										
Monad_(functional_programming)	Computation	1	3	1										
Macro_(computer_science)	Assembly_language	3	3	4										
Operating_system	Graph_theory	3	3	3										
Functional_programming	Software_development	3	3	2										
Martingale_(probability_theory)	Probability_theory	1	1	1										
Graph_theory	Chemistry	3	3	3										
Algorithm	Recurrence_relation	3	2	3										
Project_management	Computer_programming	3	3	1										
Relational_database	Data_warehouse	2	3	2										
JavaScript	User_interface	3	3	1										
String_(computer_science)	Turing_machine	3	3	3										
Information_security	Python_(programming_language)	3	3	3										
Computational_geometry	Ray_tracing_(graphics)	2	2	2										
Usability	Computer_programming	3	3	3										
Compiler	Combinatorics	3	3	3										
Reinforcement_learning	Artificial_intelligence	1	1	1										
Hidden_Markov_model	Probability_theory	1	1	1										
Wavelet	Signal_processing	1	1	1										
Software_design	Relational_database	3	3	2										
Algebra	Game_theory	3	3	2										
Computational_geometry	Computer_graphics	3	1	1										
Inference	Probability	1	1	1										
Privacy	Security	3	3	4										
Turing_machine	Context-free_language	3	3	3										
Optics	Signal_processing	3	3	1										
Image_processing	Feature_extraction	3	3	1										
Mathematics	Probability_theory	2	2	2										
Denotational_semantics	Object_(computer_science)	3	3	3										
Computer_science	Data_type	2	2	2										
Machine_learning	Algorithm_design	1	1	1										
Algorithm	Graph_theory	3	3	2										
Simulation	Complexity	3	3	1										
Software_development	Computer_vision	3	3	3										
Numerical_analysis	Physics	3	3	3										
Index_(database)	Query_language	3	3	2										
Python_(programming_language)	Computer_programming	1	1	1										
Statistics	Uncertainty	3	3	2										
Calculus	Game_theory	3	3	2										
Graphical_user_interface	Object-oriented_programming	3	3	1										
Graphical_model	Probability_theory	1	1	1										
Scripting_language	Object-oriented_programming	3	3	3										
Peer-to-peer	Encryption	3	3	3										
Automatic_programming	Functional_programming	3	3	3										
Software_development	Mathematics	3	3	1										
Reinforcement_learning	Graphical_model	3	3	4										
Parsing	Regular_language	1	1	1										
Calculus	Mathematics	1	1	1										
C_(programming_language)	Array_data_structure	3	3	2										
Java_(programming_language)	C_(programming_language)	3	3	1										
Central_processing_unit	Functional_programming	3	3	3										
Scalability	Complex_systems	3	3	2										
Combinatorics	Computational_complexity_theory	2	3	2										
Relational_database_management_system	Relational_model	1	1	1										
Computer_network	Internet_Protocol_Suite	2	1	2										
Wavelet	Statistical_hypothesis_testing	3	3	3										
Eigenvalues_and_eigenvectors	Polynomial	3	3	1										
Lazy_evaluation	Control_flow	3	3	3										
Operating_system	Computer_security	2	3	2										
Application_programming_interface	Computer_architecture	3	3	3										
LTI_system_theory	Signal_processing	1	3	3										
Physics	Computer_science	3	3	2										
Computer_security	Vulnerability_(computing)	2	2	2										
Functional_programming	Abstract_data_type	3	3	2										
Garbage_collection_(computer_science)	Programming_language	3	3	1										
Data_analysis	Randomization	3	3	2										
Decision_theory	Computer_science	3	3	3										
Parallel_computing	Message_passing	3	3	4										
Computer_network	Flow_network	3	3	1										
Linguistics	Syntax	2	2	3										
Database_management_system	SQL	2	3	1										
Data_mining	Algorithm	1	3	1										
Semantics	Python_(programming_language)	3	3	1										
Linear_programming	Shortest_path_problem	3	3	1										
Program_optimization	Functional_programming	3	3	3										
Turing_machine	String_(computer_science)	3	3	3										
Computer_science	Mathematics	1	3	1										
Quantum_cryptography	Digital_signature	3	3	1										
Numerical_analysis	Iterative_method	2	3	2										
Estimation	Prediction	3	1	4										
Unix	World_Wide_Web	3	3	2										
Data_structure	Array_data_structure	2	2	2										
Programming_language	Regular_language	3	1	2										
Probability	Mathematical_proof	3	3	1										
Transaction_processing	Algorithm_design	3	3	1										
Mathematics	Randomness	3	2	2										
Cryptographic_hash_function	Cryptography	1	1	1										
Data	Database	2	2	2										
Stochastic_process	Machine_learning	3	3	4										
Scalability	Microprocessor	3	3	3										
Haskell_(programming_language)	Variable_(computer_science)	3	3	1										
Hash_table	Java_(programming_language)	3	3	1										
Economics	Communication	3	3	3										
Cryptography	Numerical_analysis	3	3	3										
Machine_learning	Information_retrieval	3	3	4										
Linguistics	Social_network	3	3	4										
Software_design	Java_(programming_language)	1	1	1										
Natural_language	Question_answering	2	2	2										
Theoretical_computer_science	Discrete_mathematics	1	1	1										
Literature	Communication	3	3	2										
Statistics	Arithmetic	1	1	1										
Formal_language	Automata_theory	1	3	3										
Computing	Robotics	2	2	2										
Algorithm	Personal_computer	3	3	3										
Turing_machine	Mathematics	1	1	1										
Programming_paradigm	Combinatorics	3	3	3										
Statistics	Cluster_analysis	2	2	2										
Computer_science	Recursion_(computer_science)	2	2	2										
Amortized_analysis	Data_structure	1	1	1										
Computer	Assembly_language	2	2	2										
Finite_element_method	Numerical_analysis	1	1	1										
Semidefinite_programming	Linear_programming	1	1	4										
Differential_equation	Eigenvalues_and_eigenvectors	3	3	3										
Computer_science	Linked_list	2	2	2										
Interface_(computing)	User_interface	2	2	3										
Database	Relational_database	2	2	2										
String_(computer_science)	String_searching_algorithm	2	2	2										
Recursively_enumerable_set	Halting_problem	3	3	3										
Mathematical_optimization	Mathematics	1	1	1										
Bayesian_probability	Random_variable	1	1	1										
Analysis_of_algorithms	Automata_theory	3	3	3										
Cryptography	Probability_theory	3	1	1										
Communication	Problem_solving	3	3	3										
Synchronization	Encryption	3	3	3										
Debugging	Computer_programming	1	1	1										
Software_testing	Control_flow	1	3	1										
Kernel_(computing)	Computer_network	3	3	3										
Economics	Mechanism_design	2	3	3										
Dynamic_programming	Algorithm_design	1	1	1										
Computer_science	Routing	3	2	2										
User_interface	Computer_programming	1	3	1										
Syntax	Natural_language	1	2	1										
Formal_language	Mathematical_proof	3	2	1										
Exponential_family	Probability_theory	1	1	1										
Recursion	Finite_set	3	3	3										
Database_management_system	Computational_chemistry	3	3	3										
Concurrency_(computer_science)	Software_engineering	3	3	1										
SQL	Computer_programming	1	3	1										
Bioinformatics	Algorithm	1	1	1										
Dynamic_programming	Mathematics	1	1	1										
Mathematical_optimization	Matrix_(mathematics)	1	1	1										
Problem_solving	Mathematics	3	1	2										
Algorithm	Graph_(mathematics)	1	3	3										
Polymorphism_(computer_science)	Data_type	1	3	3										
Computer_architecture	Computer_network	3	3	3										
Lisp_(programming_language)	C_(programming_language)	3	3	1										
Computer_network	Routing	2	2	2										
Mathematics	Mathematical_optimization	2	2	2										
Artificial_intelligence	Computer_vision	2	2	4										
Run_time_(program_lifecycle_phase)	Computer_science	1	1	1										
Linear_algebra	Numerical_analysis	3	2	2										
Linguistics	Finite-state_machine	3	3	3										
Undecidable_problem	Computer_science	1	1	3										
Abstract_data_type	Computer_science	1	1	1										
Programming_language	High-level_programming_language	2	2	2										
Computer_science	Physics	3	3	1										
Unix	Programming_language	3	3	1										
